device_id,gpt_clean_vendor,gpt_generic_category,vendor_name,man_generic_category
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Media/TV
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Surveillance,tplink,Surveillance
0,tplink,Surveillance,tplink,Surveillance
0,tplink,Surveillance,tplink,Surveillance
0,tplink,Surveillance,tplink,Surveillance
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,tplink,Home Automation,tplink,Home Automation
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Appliance ,samsung,Home Appliance 
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Automation,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Automation,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Automation,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Appliance ,samsung,Home Appliance 
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Automation,samsung,Surveillance
0,samsung,Home Automation,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Automation,samsung,Home Automation
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Media/TV,samsung,Home Appliance 
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Home Appliance 
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Automation,samsung,Home Automation
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Automation,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Automation,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Appliance ,samsung,Home Appliance 
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Automation,samsung,Home Automation
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Automation,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Surveillance,samsung,Surveillance
0,samsung,Home Appliance ,samsung,Home Automation
0,samsung,Media/TV,samsung,Home Automation
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Automation,samsung,Home Automation
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Home Automation,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Automation,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Automation,samsung,Surveillance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Work Appliance,samsung,Work Appliance
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Automation,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Automation,samsung,Media/TV
0,samsung,Home Automation,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Home Appliance ,samsung,Home Appliance 
0,samsung,Home Appliance ,samsung,Home Appliance 
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,samsung,Media/TV,samsung,Media/TV
0,netgear,Surveillance,netgear,Surveillance
0,netgear,Surveillance,netgear,Surveillance
0,netgear,Surveillance,netgear,Surveillance
0,netgear,Home Automation,netgear,Surveillance
0,netgear,Surveillance,netgear,Surveillance
0,netgear,Home Automation,netgear,Surveillance
0,netgear,Surveillance,netgear,Surveillance
0,netgear,Surveillance,netgear,Surveillance
0,netgear,Surveillance,netgear,Surveillance
0,netgear,Home Automation,netgear,Home Automation
0,netgear,Home Automation,netgear,Home Automation
0,netgear,Surveillance,netgear,Surveillance
0,netgear,Home Automation,netgear,Home Automation
0,netgear,Home Automation,netgear,Home Automation
0,netgear,Surveillance,netgear,Home Automation
0,netgear,Surveillance,netgear,Surveillance
0,netgear,Surveillance,netgear,Home Automation
0,netgear,Home Automation,netgear,Home Automation
0,netgear,Home Automation,netgear,Home Automation
0,netgear,Surveillance,netgear,Home Automation
0,netgear,Surveillance,netgear,Surveillance
0,netgear,Surveillance,netgear,Home Automation
0,netgear,Home Automation,netgear,Home Automation
0,netgear,Home Automation,netgear,Surveillance
