user_key,device_id,user_label,oui_friendly,user_country,timezone,fingerbank_label,device_category,vendor_name,inspected
0,0,,CANON INC.,(Unknown),-4,Hardware Manufacturer/CANON INC.,Printer,Canon,0
0,0,,Espressif Inc.,(Unknown),-4,Internet of Things (IoT)/Generic IoT/Espressif,Unknown,,0
0,0,,,(Unknown),-5,"Router, Access Point or Femtocell/Router/Netgear Router",Unknown,,0
0,0,,LG Electronics (Mobile Communications),India,5.5,"Phone, Tablet or Wearable/Generic Android/Google Android/Google Pixel 2 XL",Unknown,,0
0,0,,TP-LINK TECHNOLOGIES CO.,(Unknown),-5,Switch and Wireless Controller/TP-Link Switches/TP-Link TL-SG2210P,Unknown,,0
0,0,,Espressif Inc.,Italy,2,Internet of Things (IoT)/Generic IoT/Espressif,Unknown,,0
0,0,,Samsung Electronics Co.,(Unknown),-7,Hardware Manufacturer/Samsung,Unknown,,0
0,0,,IEEE Registration Authority,(Unknown),-4,Hardware Manufacturer/IEEE Registration Authority,camera,wyze,0
0,0,,Roving Networks,(Unknown),1,Hardware Manufacturer/Roving Networks,Hub,HomeWizard,0
0,0,,ARRIS Group,(Unknown),11,"Hardware Manufacturer/ARRIS Group, Inc.",Unknown,,0
0,0,,PCS Systemtechnik GmbH,(Unknown),-7,Hardware Manufacturer/PCS Systemtechnik GmbH,PC,VMware,0
0,0,,,Australia,10,"Phone, Tablet or Wearable",Unknown,,0
0,0,,Nest Labs Inc.,(Unknown),-4,Internet of Things (IoT)/Nest,Unknown,,0
0,0,,XIAOMI Electronics,(Unknown),2,"Hardware Manufacturer/XIAOMI Electronics,CO.,LTD",Unknown,,0
0,0,,TiVo,(Unknown),-8,"Audio, Imaging or Video Equipment/Video Equipment (Smart TV, Smart Players, etc.)/TiVo TV",DVR,Tivo,1
0,0,,Merit Li-Lin Ent.,(Unknown),-5,Hardware Manufacturer/Merit Li-Lin Ent.,Unknown,,0
0,0,,,Italy,2,Internet of Things (IoT),Unknown,,0
0,0,,XIAOMI Electronics,(Unknown),10,"Hardware Manufacturer/XIAOMI Electronics,CO.,LTD",Unknown,,0
0,0,,Philips Lighting BV,(Unknown),-4,Internet of Things (IoT)/Philips IoT,Hub,Philips,1
0,0,,Shenzhen Bilian electronic CO.,(Unknown),-7,"Hardware Manufacturer/Shenzhen Bilian electronic CO.,LTD",Unknown,,0
0,0,,Nest Labs Inc.,(Unknown),-6,Internet of Things (IoT)/Nest,Unknown,google,0
0,0,,Hon Hai Precision Ind. Co.,Canada,-5,"Hardware Manufacturer/Hon Hai Precision Ind. Co.,Ltd.",Unknown,,0
0,0,,Nest Labs Inc.,United States,-7,Internet of Things (IoT),Unknown,google,0
0,0,,D-Link International,(Unknown),-7,Hardware Manufacturer/D-Link,camera,d-link,0
0,0,,Espressif Inc.,(Unknown),-4,Internet of Things (IoT)/Generic IoT/Espressif,Unknown,,0
0,0,,Espressif Inc.,(Unknown),-5,Internet of Things (IoT)/Generic IoT/Espressif,Unknown,,0
0,0,,Raspberry Pi Foundation,(Unknown),-5,Internet of Things (IoT)/Generic IoT/Raspberry Pi,pc,raspberry,0
0,0,,Micro-Star INT'L CO.,(Unknown),-4,"Hardware Manufacturer/Micro-Star INT'L CO., LTD",Unknown,,0
0,0,,Rivet Networks,United States,-4,Operating System/Windows OS,Unknown,,0
0,0,,AzureWave Technology Inc.,(Unknown),-7,Hardware Manufacturer/AzureWave Technology Inc.,tv,Google,0
0,0,,Espressif Inc.,,,,Thermostat,sonoff,0
0,0,,Philips Lighting BV,(Unknown),-4,Internet of Things (IoT)/Philips IoT,Hub,Philips,1
0,0,,Murata Manufacturing Co.,(Unknown),2,"Phone, Tablet or Wearable/Intermec Handheld/Intermec CN50",hub,ikea,1
0,0,,QNAP Systems,(Unknown),3,Storage Device/QNAP NAS,NAS,qnap,0
0,0,,Rivet Networks,(Unknown),1,Hardware Manufacturer/Rivet Networks,Unknown,,0
0,0,,Raspberry Pi Foundation,(Unknown),10,Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,Zentri Pty Ltd,(Unknown),-4,Hardware Manufacturer/Zentri Pty Ltd,Unknown,,0
0,0,,HUAWEI TECHNOLOGIES CO.,(Unknown),-3,"Hardware Manufacturer/HUAWEI TECHNOLOGIES CO.,LTD",Unknown,,0
0,0,,Apple,(Unknown),-7,Operating System/Apple OS,Phone,Apple,0
0,0,,Hangzhou Hikvision Digital Technology Co.,Australia,10,"Hardware Manufacturer/Hangzhou Hikvision Digital Technology Co.,Ltd.",Camera,hikvision,0
0,0,,XIAOMI Electronics,Sweden,2,Internet of Things (IoT),Unknown,,0
0,0,,Raspberry Pi Foundation,(Unknown),2,Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,Raspberry Pi Foundation,(Unknown),2,Internet of Things (IoT)/Generic IoT/Raspberry Pi,pc,Raspberry,0
0,0,,TP-LINK TECHNOLOGIES CO.,(Unknown),-4,Switch and Wireless Controller/TP-Link Switches/TP-Link TL-SG2210P,Unknown,,0
0,0,,ARRIS Group,(Unknown),2,"Hardware Manufacturer/ARRIS Group, Inc.",Unknown,,0
0,0,,Apple,(Unknown),-4,Operating System/Apple OS,TV,Apple,0
0,0,,Espressif Inc.,(Unknown),-4,Internet of Things (IoT)/Generic IoT/Espressif,Unknown,,0
0,0,,Liteon Technology Corporation,(Unknown),1,Hardware Manufacturer/Lite-On,Unknown,,0
0,0,,Samsung Electronics Co.,(Unknown),10,Hardware Manufacturer/Samsung,Unknown,,0
0,0,,Philips Lighting BV,(Unknown),2,Internet of Things (IoT)/Philips IoT,Hub,Philips,1
0,0,,Philips Lighting BV,(Unknown),-6,Internet of Things (IoT)/Philips IoT,Hub,Philips,1
0,0,,Sonos,Sweden,2,"Audio, Imaging or Video Equipment",Unknown,sonos,0
0,0,,IEEE Registration Authority,(Unknown),-7,Hardware Manufacturer/IEEE Registration Authority,Unknown,,0
0,0,,Shenzhen Zowee Technology Co.,(Unknown),(Unknown),"Hardware Manufacturer/Shenzhen Zowee Technology Co., Ltd",Unknown,,0
0,0,,Apple,(Unknown),-7,Operating System/Apple OS,Phone,Apple,1
0,0,,Philips Lighting BV,(Unknown),-7,Internet of Things (IoT)/Philips IoT,Hub,Philips,1
0,0,,Apple,(Unknown),-7,Operating System/Apple OS,tv,Apple,1
0,0,,AMERICAN POWER CONVERSION CORP,United States,-6,Hardware Manufacturer/AMERICAN POWER CONVERSION CORP,Unknown,,0
0,0,,Raspberry Pi Foundation,Netherlands,2,Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,Philips Lighting BV,(Unknown),-4,Internet of Things (IoT)/Philips IoT,Hub,Philips,1
0,0,,,United States,-5,"Phone, Tablet or Wearable/Generic Android/Xiaomi Android/Redmi K20",Unknown,,0
0,0,,Texas Instruments,United States,-5,Hardware Manufacturer/Texas Instruments,Unknown,,0
0,0,,Synology Incorporated,(Unknown),2,Storage Device/Synology NAS,NAS,Synology,0
0,0,,Espressif Inc.,(Unknown),1,Internet of Things (IoT)/Generic IoT/Espressif,light,iHaper,1
0,0,,Frontier Silicon Ltd,(Unknown),1,Internet of Things (IoT)/Generic IoT/Frontier Silicon,Speaker,Evoke,0
0,0,,OJ-Electronics A/S,United States,-8,Hardware Manufacturer/OJ-Electronics A/S,Thermostat,OJ-Electronics,0
0,0,,Microchip Technology Inc.,(Unknown),9.5,Hardware Manufacturer/Microchip Technology Inc.,Unknown,,0
0,0,,Texas Instruments,(Unknown),-7,Hardware Manufacturer/Texas Instruments,Unknown,,0
0,0,,Linn Products Ltd,(Unknown),2,Hardware Manufacturer/Linn Products Ltd,Unknown,,0
0,0,,ASUSTek COMPUTER INC.,(Unknown),3,Hardware Manufacturer/ASUSTek COMPUTER INC.,PC,Asus,0
0,0,,Sercomm Corporation.,(Unknown),-5,Hardware Manufacturer/Sercomm,Unknown,,0
0,0,,Universal Global Scientific Industrial Co.,(Unknown),-7,"Hardware Manufacturer/Universal Global Scientific Industrial Co., Ltd.",Unknown,,0
0,0,,Espressif Inc.,Canada,-7,Internet of Things (IoT),Unknown,,0
0,0,,Dell Inc.,United States,-5,Hardware Manufacturer/Dell Inc.,PC,Dell,0
0,0,,OJ-Electronics A/S,(Unknown),-6,Hardware Manufacturer/OJ-Electronics A/S,Thermostat,OJ-Electronics,0
0,0,,ASUSTek COMPUTER INC.,(Unknown),-7,Operating System/Windows OS/Microsoft Windows Kernel 10.0,PC,Asus,0
0,0,,Espressif Inc.,(Unknown),-5,Internet of Things (IoT)/Other IoT/Tuya Smart,Unknown,,0
0,0,,Arcadyan Corporation,(Unknown),-7,Hardware Manufacturer/Arcadyan Corporation,tv,LG,0
0,0,,Shenzhen TONG BO WEI Technology CO.,Netherlands,2,"Hardware Manufacturer/Shenzhen TONG BO WEI Technology CO.,LTD",camera,besder,0
0,0,,TP-LINK TECHNOLOGIES CO.,(Unknown),-4,Operating System/Google OS/Android OS,Unknown,,0
0,0,,XIAOMI Electronics,(Unknown),8,"Hardware Manufacturer/XIAOMI Electronics,CO.,LTD",Unknown,,0
0,0,,Samsung Electronics Co.,(Unknown),-7,Hardware Manufacturer/Samsung,Unknown,Samsung,0
0,0,,SHENZHEN RF-LINK TECHNOLOGY CO.,(Unknown),-4,"Hardware Manufacturer/SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.",Unknown,,0
0,0,,,United States,-7,Operating System/Apple OS/Mac OS X or macOS/Mac OS X,PC,Intel,0
0,0,,Espressif Inc.,(Unknown),-8,Internet of Things (IoT)/Other IoT/Tuya Smart,light,feit,0
0,0,,NETGEAR,(Unknown),-7,Hardware Manufacturer/NETGEAR,Unknown,,0
0,0,,electric imp,(Unknown),-5,Internet of Things (IoT)/Generic IoT/electric imp,Unknown,,0
0,0,,B-Link Electronic Limited,(Unknown),2,Hardware Manufacturer/B-Link Electronic Limited,camera,,0
0,0,,CalDigit,(Unknown),-4,"Hardware Manufacturer/CalDigit, Inc",PC,Apple,0
0,0,,VMware,(Unknown),2,"Hardware Manufacturer/VMware, Inc.",PC,VMware,0
0,0,,,United Kingdom,0,"Phone, Tablet or Wearable/Apple Mobile Device/Apple iPhone/iPhone XS",Unknown,,0
0,0,,Nest Labs Inc.,(Unknown),-4,Internet of Things (IoT)/Nest,Thermostat,google,0
0,0,,Hon Hai Precision Ind. Co.,United States,-8,"Hardware Manufacturer/Hon Hai Precision Ind. Co.,Ltd.",Unknown,,0
0,0,,D-Link International,(Unknown),2,Hardware Manufacturer/D-Link,camera,d-link,0
0,0,,TP-LINK TECHNOLOGIES CO.,(Unknown),12,Switch and Wireless Controller/TP-Link Switches/TP-Link TL-SG2210P,Unknown,,0
0,0,,China Dragon Technology Limited,(Unknown),-4,Hardware Manufacturer/China Dragon Technology Limited,phone,asus,0
0,0,,COMPAL INFORMATION (KUNSHAN) CO.,United States,-4,"Hardware Manufacturer/COMPAL INFORMATION (KUNSHAN) CO., LTD.",tv,,0
0,0,,HANGZHOU AIXIANGJI TECHNOLOGY CO.,United States,-6,"Hardware Manufacturer/HANGZHOU AIXIANGJI TECHNOLOGY CO., LTD",tv,samsung,0
0,0,,,United States,-8,Hardware Manufacturer/Amazon Technologies Inc.,voice assistant,amazon,0
0,0,,IEEE Registration Authority,(Unknown),-4,Hardware Manufacturer/IEEE Registration Authority,Unknown,,0
0,0,,Synology Incorporated,(Unknown),-7,Storage Device/Synology NAS,NAS,Synology,0
0,0,,Texas Instruments,(Unknown),-5,Hardware Manufacturer/Texas Instruments,Unknown,,0
0,0,,Espressif Inc.,(Unknown),-4,Internet of Things (IoT)/Generic IoT/Espressif,Unknown,,0
0,0,,Raspberry Pi Foundation,(Unknown),-7,Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,,Canada,-5,"Phone, Tablet or Wearable/Generic Android/Motorola Android",Unknown,,0
0,0,,EliteGroup Computer Systems Co.,(Unknown),-7,"Hardware Manufacturer/EliteGroup Computer Systems Co., LTD",pc,,0
0,0,,,United States,-5,Internet of Things (IoT),Unknown,,0
0,0,,Microchip Technology Inc.,(Unknown),-7,Hardware Manufacturer/Microchip Technology Inc.,Unknown,,0
0,0,,,Netherlands,1,Hardware Manufacturer/Tuya Smart Inc.,Unknown,,0
0,0,,Hewlett Packard,(Unknown),-6,Hardware Manufacturer/Hewlett Packard,Unknown,hp,0
0,0,,Digital Data Communications Asia Co.,(Unknown),2,"Hardware Manufacturer/Digital Data Communications Asia Co.,Ltd",Unknown,,0
0,0,,Apple,(Unknown),-7,Operating System/Apple OS,Phone,Apple,0
0,0,,Hewlett Packard,(Unknown),-4,Hardware Manufacturer/Hewlett Packard,printer,hp,0
0,0,,,United States,-8,Hardware Manufacturer/Espressif Inc.,Unknown,,0
0,0,,NETGEAR,(Unknown),-7,Hardware Manufacturer/NETGEAR,Unknown,,0
0,0,,Apple,(Unknown),-4,Operating System/Apple OS,Phone,Apple,0
0,0,,electric imp,(Unknown),-7,Internet of Things (IoT)/Generic IoT/electric imp,Unknown,,0
0,0,,Apple,(Unknown),1,Operating System/Apple OS,Unknown,,0
0,0,,Synology Incorporated,(Unknown),-7,Storage Device/Synology NAS,NAS,Synology,1
0,0,,,United States,-4,Hardware Manufacturer/Texas Instruments,Unknown,,0
0,0,,Raspberry Pi Foundation,(Unknown),(Unknown),Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,XIAOMI Electronics,(Unknown),2,"Hardware Manufacturer/XIAOMI Electronics,CO.,LTD",vacuum,xiaomi,0
0,0,,Raspberry Pi Foundation,(Unknown),2,Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,TP-LINK TECHNOLOGIES CO.,(Unknown),(Unknown),Switch and Wireless Controller/TP-Link Switches/TP-Link TL-SG2210P,Unknown,,0
0,0,,HANGZHOU AIXIANGJI TECHNOLOGY CO.,Australia,9.5,"Hardware Manufacturer/HANGZHOU AIXIANGJI TECHNOLOGY CO., LTD",Unknown,,0
0,0,,LG Electronics (Mobile Communications),(Unknown),-5,"Phone, Tablet or Wearable/Generic Android/LGE Android/LG Stylo 3 Plus",Unknown,,0
0,0,,Amazon Technologies Inc.,United States,-5,Hardware Manufacturer/Amazon Technologies Inc.,Unknown,Amazon,0
0,0,,Samsung Electronics Co.,Canada,-5,"Phone, Tablet or Wearable/Generic Android/Samsung Android/Samsung Galaxy Tab S3",Unknown,samsung,0
0,0,,Vizio,Canada,-7,"Audio, Imaging or Video Equipment",tv,vizio,1
0,0,,TP-LINK TECHNOLOGIES CO.,(Unknown),-4,Switch and Wireless Controller/TP-Link Switches/TP-Link TL-SG2210P,Light,tp-link,0
0,0,,Universal Global Scientific Industrial Co.,(Unknown),-4,"Hardware Manufacturer/Universal Global Scientific Industrial Co., Ltd.",Unknown,,0
0,0,,Ring Solutions,(Unknown),-7,Hardware Manufacturer/Ring Solutions,Unknown,,0
0,0,,,United States,-8,Internet of Things (IoT)/Other IoT/Tuya Smart,Unknown,,0
0,0,,SHENZHEN BILIAN ELECTRONIC CO.ï¼ŒLTD,(Unknown),-6,"Hardware Manufacturer/Shenzhen Bilian electronic CO.,LTD",camera,yi,0
0,0,,Apple,(Unknown),7,Operating System/Apple OS,Phone,Apple,0
0,0,,LG Innotek,(Unknown),-3,Hardware Manufacturer/LG Innotek,Unknown,,0
0,0,,,(Unknown),-7,Operating System/Apple OS,Unknown,,0
0,0,,TP-LINK TECHNOLOGIES CO.,(Unknown),(Unknown),Switch and Wireless Controller/TP-Link Switches/TP-Link TL-SG2210P,Plug,TP-LINK,0
0,0,,Espressif Inc.,(Unknown),1,Internet of Things (IoT)/Generic IoT/Espressif,plug,horsy,0
0,0,,OnePlus Technology (Shenzhen) Co.,Germany,2,"Phone, Tablet or Wearable/Generic Android/OnePlus Android",Unknown,,0
0,0,,Texas Instruments,(Unknown),2,Hardware Manufacturer/Texas Instruments,Unknown,,0
0,0,,Delta Electronics,(Unknown),-4,Hardware Manufacturer/Delta Electronics,Appliance,big ass fan,0
0,0,,,(Unknown),2,Hardware Manufacturer/Intel Corporate,Unknown,,0
0,0,,Raspberry Pi Foundation,(Unknown),-5,Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,Intel Corporate,(Unknown),-6,Hardware Manufacturer/Intel Corporate,PC,Microsoft,0
0,0,,Liteon Technology Corporation,Finland,3,Hardware Manufacturer/Lite-On,Unknown,,0
0,0,,,Bulgaria,2,"Phone, Tablet or Wearable/Generic Android/Xiaomi Android/Xiaomi Mi 9t",Unknown,,0
0,0,,Kingjon Digital Technology Co.,(Unknown),-7,"Hardware Manufacturer/Kingjon Digital Technology Co.,Ltd",Unknown,,0
0,0,,China Dragon Technology Limited,Canada,-6,Hardware Manufacturer/China Dragon Technology Limited,Unknown,,0
0,0,,Raspberry Pi Foundation,Sweden,2,Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,Konka Group Co.,(Unknown),11,"Hardware Manufacturer/Konka Group Co., Ltd.",Unknown,,0
0,0,,,United States,-5,"Phone, Tablet or Wearable/Apple Mobile Device/Apple iPhone",Unknown,,0
0,0,,XIAOMI Electronics,(Unknown),-4,"Hardware Manufacturer/XIAOMI Electronics,CO.,LTD",Unknown,,0
0,0,,Sonos,Sweden,2,"Audio, Imaging or Video Equipment",Speaker,Sonos,1
0,0,,Polycom,(Unknown),-6,Video Conferencing/Polycom Video Conferencing,VoIP,Polycom,0
0,0,,Microchip Technology Inc.,(Unknown),1,Hardware Manufacturer/Microchip Technology Inc.,Thermostat,Neohub,0
0,0,,iRobot Corporation,United States,-5,Hardware Manufacturer/iRobot Corporation,Vacuum,iRobot,0
0,0,,Nest Labs Inc.,(Unknown),-5,Internet of Things (IoT)/Nest,Unknown,,0
0,0,,Sony Corporation,(Unknown),-5,Hardware Manufacturer/Sony Corporation,Unknown,sony,0
0,0,,Microsoft,(Unknown),(Unknown),Hardware Manufacturer/Microsoft,Unknown,,0
0,0,,Dell Inc.,(Unknown),-4,Hardware Manufacturer/Dell Inc.,PC,Dell,0
0,0,,Synology Incorporated,(Unknown),2,Storage Device/Synology NAS,NAS,Synology,1
0,0,,Intel Corporate,(Unknown),-6,Hardware Manufacturer/Intel Corporate,Unknown,,0
0,0,,D-Link International,(Unknown),-4,Hardware Manufacturer/D-Link,Camera,D-Link,0
0,0,,Apple,(Unknown),2,Operating System/Apple OS,TV,Apple,1
0,0,,SAMSUNG ELECTRO-MECHANICS(THAILAND),(Unknown),2,Hardware Manufacturer/Samsung,Unknown,,0
0,0,,Microsoft Mobile Oy,(Unknown),2,Hardware Manufacturer/Microsoft,Unknown,,0
0,0,,,Vietnam,7,Internet of Things (IoT),Unknown,,0
0,0,,Philips Lighting BV,(Unknown),-7,Internet of Things (IoT)/Philips IoT,Hub,Philips,1
0,0,,Sercomm Corporation.,(Unknown),-5,Hardware Manufacturer/Sercomm,Unknown,,0
0,0,,Nest Labs Inc.,(Unknown),-5,Internet of Things (IoT)/Nest,Camera,google,0
0,0,,,United States,-8,Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,Shenzhen Ogemray Technology Co.,(Unknown),2,"Hardware Manufacturer/Shenzhen Ogemray Technology Co., Ltd.",Unknown,,0
0,0,,Nest Labs Inc.,(Unknown),-4,Internet of Things (IoT)/Nest,Unknown,,0
0,0,,Apple,(Unknown),2,Operating System/Apple OS,Phone,Apple,0
0,0,,IEEE Registration Authority,(Unknown),-4,Hardware Manufacturer/IEEE Registration Authority,Unknown,,0
0,0,,,(Unknown),-7,Operating System/Apple OS,Unknown,,0
0,0,,,United States,-4,Operating System/Apple OS,Unknown,,0
0,0,,Samsung Electronics Co.,(Unknown),-4,Hardware Manufacturer/Samsung,Unknown,,0
0,0,,Intel Corporate,(Unknown),3,Hardware Manufacturer/Intel Corporate,Unknown,,0
0,0,,Seiko Epson Corporation,United States,-5,Hardware Manufacturer/Seiko,printer,epson,0
0,0,,Sonos,Canada,-6,"Audio, Imaging or Video Equipment/Other AV/Sonos Other AV/Sonos Connect",speaker,sonos,1
0,0,,Philips Lighting BV,(Unknown),2,Internet of Things (IoT)/Philips IoT,Hub,Philips,1
0,0,,Espressif Inc.,,,,switch,sonoff,0
0,0,,IEEE Registration Authority,(Unknown),-5,Hardware Manufacturer/IEEE Registration Authority,camera,wyze,0
0,0,,HUAWEI TECHNOLOGIES CO.,(Unknown),-4,"Hardware Manufacturer/HUAWEI TECHNOLOGIES CO.,LTD",Unknown,,0
0,0,,GD Midea Air-Conditioning Equipment Co.,(Unknown),(Unknown),"Hardware Manufacturer/GD Midea Air-Conditioning Equipment Co.,Ltd.",Unknown,,0
0,0,,Texas Instruments,(Unknown),-5,Hardware Manufacturer/Texas Instruments,Unknown,,0
0,0,,HUAWEI TECHNOLOGIES CO.,(Unknown),-4,"Hardware Manufacturer/HUAWEI TECHNOLOGIES CO.,LTD",Phone,Huawei,0
0,0,,Nest Labs Inc.,(Unknown),-4,Internet of Things (IoT)/Nest,Unknown,,0
0,0,,Espressif Inc.,(Unknown),-6,Internet of Things (IoT)/Generic IoT/Espressif,Unknown,,0
0,0,,Texas Instruments,United States,-6,Hardware Manufacturer/Texas Instruments,Camera,amazon,0
0,0,,IEEE Registration Authority,(Unknown),-7,Hardware Manufacturer/IEEE Registration Authority,Unknown,,0
0,0,,Ubiquiti Networks Inc.,(Unknown),-3,"Router, Access Point or Femtocell/Wireless Access Point/Ubiquiti WAP",Unknown,,0
0,0,,Netatmo,(Unknown),2,Internet of Things (IoT)/Netatmo IoT,camera,netatmo,1
0,0,,Zhejiang Dahua Technology Co.,(Unknown),(Unknown),"Hardware Manufacturer/Zhejiang Dahua Technology Co., Ltd.",Unknown,,0
0,0,,Apple,(Unknown),-7,Operating System/Apple OS,Phone,Apple,1
0,0,,IEEE Registration Authority,United States,-7,Hardware Manufacturer/IEEE Registration Authority,Unknown,,0
0,0,,Seiko Epson Corporation,(Unknown),-4,Hardware Manufacturer/Seiko,printer,Epson,0
0,0,,Raspberry Pi Foundation,(Unknown),-4,Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,Broadlink Pty Ltd,(Unknown),(Unknown),Hardware Manufacturer/Broadlink Pty Ltd,hub,Broadlink,0
0,0,,eero inc.,(Unknown),-5,"Router, Access Point or Femtocell/Wireless Access Point/eero WAP",Router,Eero,0
0,0,,MXCHIP Company Limited,India,5.5,Internet of Things (IoT)/Generic IoT/MXCHIP Company,Unknown,,0
0,0,,,United Kingdom,0,"Hardware Manufacturer/TP-LINK TECHNOLOGIES CO.,LTD.",Unknown,,0
0,0,,Microsoft,(Unknown),-7,Hardware Manufacturer/Microsoft,Unknown,,0
0,0,,Synology Incorporated,(Unknown),10,Storage Device/Synology NAS,NAS,Synology,1
0,0,,Hangzhou Hikvision Digital Technology Co.,Australia,10,"Hardware Manufacturer/Hangzhou Hikvision Digital Technology Co.,Ltd.",Camera,hikvision,0
0,0,,Nest Labs Inc.,(Unknown),1,Internet of Things (IoT)/Nest,Unknown,google,0
0,0,,Texas Instruments,(Unknown),2,Hardware Manufacturer/Texas Instruments,Vacuum,neato,0
0,0,,Qingdao Hisense Communications Co.,(Unknown),1,"Hardware Manufacturer/Qingdao Hisense Communications Co.,Ltd.",Unknown,,0
0,0,,Espressif Inc.,(Unknown),2,Internet of Things (IoT)/Generic IoT/Espressif,Unknown,,0
0,0,,GIGA-BYTE TECHNOLOGY CO.,(Unknown),-6,"Hardware Manufacturer/GIGA-BYTE TECHNOLOGY CO.,LTD.",PC,,0
0,0,,Nest Labs Inc.,(Unknown),(Unknown),Internet of Things (IoT)/Nest,Unknown,,0
0,0,,Plume Design Inc,(Unknown),-7,"Router, Access Point or Femtocell/Wireless Access Point/Plume Pods",Unknown,,0
0,0,,Microchip Technology Inc.,Australia,8,Hardware Manufacturer/Microchip Technology Inc.,Unknown,air,0
0,0,,,Italy,2,Hardware Manufacturer/NETGEAR,Unknown,,0
0,0,,Espressif Inc.,(Unknown),2,Internet of Things (IoT)/Generic IoT/Espressif,Unknown,,0
0,0,,Elitegroup Computer Systems Co.,(Unknown),-5,"Hardware Manufacturer/Elitegroup Computer Systems Co.,Ltd.",pc,,0
0,0,,TP-LINK TECHNOLOGIES CO.,Canada,-4,"Router, Access Point or Femtocell/Router/TP-Link Wireless LAN Router",Unknown,,0
0,0,,Apple,(Unknown),-4,Operating System/Apple OS,Phone,Apple,1
0,0,,Hewlett Packard,United States,-5,Hardware Manufacturer/Hewlett Packard,printer,hp,0
0,0,,Bowers & Wilkins,United States,-4,"Audio, Imaging or Video Equipment/Speaker and Soundbar/Bowers & Wilkins Speaker",Speaker,Bowers & Wilkins,0
0,0,,Apple,(Unknown),-4,Operating System/Apple OS,Phone,Apple,0
0,0,,Motorola (Wuhan) Mobility Technologies Communication Co.,Sweden,2,Hardware Manufacturer/Motorola,Unknown,,0
0,0,,Espressif Inc.,(Unknown),-7,Internet of Things (IoT)/Generic IoT/Espressif,Unknown,,0
0,0,,DigiBoard,(Unknown),2,Hardware Manufacturer/DigiBoard,Energy Meter,DigiBoard,0
0,0,,Shenzhen Baichuan Digital Technology Co.,(Unknown),-5,"Hardware Manufacturer/Shenzhen Baichuan Digital Technology Co., Ltd.",Unknown,,0
0,0,,TP-LINK TECHNOLOGIES CO.,(Unknown),-7,Switch and Wireless Controller/TP-Link Switches/TP-Link TL-SG2210P,Unknown,,0
0,0,,D&M Holdings Inc.,United States,-5,"Audio, Imaging or Video Equipment/Receiver/Denon Receiver",AVR,Denon,1
0,0,,Synology Incorporated,(Unknown),7,Storage Device/Synology NAS,NAS,Synology,1
0,0,,Nest Labs Inc.,(Unknown),-4,Internet of Things (IoT)/Nest,Unknown,,0
0,0,,Universal Global Scientific Industrial Co.,(Unknown),-7,"Hardware Manufacturer/Universal Global Scientific Industrial Co., Ltd.",Unknown,,0
0,0,,Apple,(Unknown),-5,Operating System/Apple OS,Phone,Apple,0
0,0,,August Home,Canada,-4,Internet of Things (IoT)/Locks/August Home,Unknown,,0
0,0,,Raspberry Pi Foundation,(Unknown),-7,Internet of Things (IoT)/Generic IoT/Raspberry Pi,Unknown,,0
0,0,,Philips Lighting BV,(Unknown),-7,Internet of Things (IoT)/Philips IoT,Hub,Philips,1
0,0,,Espressif Inc.,(Unknown),7,Internet of Things (IoT)/Generic IoT/Espressif,Unknown,,0
0,0,,Espressif Inc.,Canada,-6,Internet of Things (IoT),Unknown,,0
0,0,,Apple,(Unknown),2,Operating System/Apple OS,Phone,Apple,1
0,0,,Control4,(Unknown),-5,Internet of Things (IoT)/Control4 System,Hub,Control4,0
0,0,,PARROT SA,(Unknown),-4,Internet of Things (IoT)/Parrot,Unknown,,0
0,0,,,United States,-8,Internet of Things (IoT)/Sensor/SimpliSafe Home Security,Unknown,,0
0,0,,,Canada,-5,Operating System/Apple OS,Phone,Apple,0
0,0,,Intel Corporate,United States,-5,Hardware Manufacturer/Intel Corporate,Unknown,,0
0,0,,Wistron Neweb Corporation,(Unknown),-7,Hardware Manufacturer/Wistron Neweb Corporation,Lock,august,0
0,0,,Liteon Technology Corporation,(Unknown),-4,Hardware Manufacturer/Lite-On,Unknown,,0
0,0,,Quadrant Components Inc. Ltd,(Unknown),-7,Hardware Manufacturer/Quadrant Components Inc. Ltd,Unknown,,0
0,0,,Raspberry Pi Foundation,(Unknown),2,Internet of Things (IoT)/Generic IoT/Raspberry Pi,tv,samsung,0
0,0,,Intel Corporate,(Unknown),2,Hardware Manufacturer/Intel Corporate,Unknown,,0
0,0,,AzureWave Technology Inc.,(Unknown),-7,Hardware Manufacturer/AzureWave Technology Inc.,Unknown,,0
